text,tema_busca,categoria
"esta é uma lista de dinossauros cujos restos foram recuperados na américa do sul.


== legenda ==


== critérios para inclusão ==

a criatura deve aparecer na lista de dinossauros.
fósseis da criatura devem ser encontrados na américa do sul.",Lista de dinossauros da América do Sul,prehistoria
"a taxonomia dos dinossauros, começou em 1842, quando sir richard owen colocou o  iguanodon, megalosaurus e hylaeosaurus em ""uma tribo distinta ou subordem dos répteis sáurios, para os quais eu gostaria de propor o nome de dinosauria.""  em 1887 e 1888, harry seeley dividiu os dinossauros em duas ordens, saurischia e ornithischia, com base na sua estrutura de quadril. estas divisões se mostraram extraordinariamente duradouras, apesar de várias mudanças sistémicas na taxonomia dos dinossauros.
a maior mudança foi motivada pelo entomologista willi hennig numa obra da década de 1950, que transformou a classificação tradicional na moderna cladística.",Taxonomia dos dinossauros,prehistoria
"na escala de tempo geológico, o mesozoico (pré-ao 1990: mesozóico) é a segunda das três eras geológicas do éon fanerozoico que começou em 251,9 milhões de anos e terminou em 66 milhões de anos, aproximadamente. a era mesozoica sucede a era paleozoica e precede a era cenozoica, ambas de seu éon. divide-se nos períodos triássico, jurássico e cretáceo, do mais antigo para o mais recente.",Mesozoico,prehistoria
"em busca do vale encantado (the land before time) é uma série de animação americana e franquia de mídia criada por judy freudberg e tony geiss, distribuída pela universal pictures e centrada em dinossauros. a série começou em 1988 com o homônimo em busca do vale encantado, dirigido e produzido por don bluth e com produção executiva de george lucas e steven spielberg. foi seguido por 13 sequências musicais diretamente em mídia doméstica, uma série de tv, videogames, trilhas sonoras e merchandising relacionado.",Em Busca do Vale Encantado,prehistoria
"na escala de tempo geológico, o cretáceo ou cretácico é o período da era mesozoica do éon fanerozoico que está compreendido entre há 143,1 milhões e 66 milhões de anos, aproximadamente. o período cretáceo sucede o período jurássico de sua era e precede o período paleogeno da era cenozoica de seu éon. divide-se nas épocas cretáceo inferior e cretáceo superior, da mais antiga para a mais recente.",Cretáceo,prehistoria
"theropoda ou terópodes (que significa ""pés de ser selvagem"") é uma subordem de dinossauros bípedes, geralmente (mas não necessariamente) carnívoros ou omnívoros. as aves fazem parte deste grupo.


== história evolutiva ==


=== triássico ===
o grupo theropoda surgiu no início do período triássico há aproximadamente 230 milhões de anos como pequenos animais carnívoros.",Theropoda,prehistoria
"tyrannosaurus (em português tiranossauro) é um gênero de grandes dinossauros terópodes.  a espécie-tipo do gênero é tyrannosaurus rex, que ganhou o epíteto específico de rex, por ser o maior dinossauro carnívoro conhecido quando foi descoberto. viveu na região onde hoje é a américa do norte, no antigo continente insular de laramidia.",Tiranossauro,prehistoria
"o triássico (ou triásico) é um período geológico que se estende entre há 251,9 milhões a 201,4 milhões de anos. é o primeiro período da era mesozoica e fica entre o permiano e jurássico. o início e o fim do período são marcados por eventos de extinção em massa.",Triássico,prehistoria
"walking with dinosaurs é um documentário para televisão, produzido em 1999 pela bbc. o documentário fala sobre os dinossauros e suas eras, de uma forma nunca antes vista, dando ideias até sobre simbiose entre algumas espécies.


== episódios ==
assim como os documentários sobre vida selvagem comuns, walking with dinosaurs foi dividido em episódios.",Walking with Dinosaurs,prehistoria
"a extinção do cretáceo-paleógeno (k-pg), anteriormente chamada de extinção do cretáceo-terciário (k-t), foi uma extinção em massa, ocorrida há mais ou menos 65,5 milhões de anos, que marca o fim do período cretáceo (k, abreviação tradicional) e o início do paleógeno (pg). este evento teve um enorme impacto na biodiversidade da terra e vitimou boa parte dos seres vivos da época, incluindo os dinossauros e outros répteis gigantes. o registro estratigráfico mostra que o desaparecimento abrupto das espécies que foram extintas coincide com um nível estratigráfico, denominado nível k-pg, rico em irídio, um elemento químico pouco abundante na terra e geralmente associado a corpos extraterrestres ou a fenômenos vulcânicos.",Extinção do Cretáceo-Paleogeno,prehistoria
"coelurosauria é um clado de dinossauros terópodes emplumados e que eram predadores. a coelurosauria é um subgrupo de dinossauros de terópodes que inclui compsognathidae, tyrannosauroidea, ornithomimosauria e maniraptora; maniraptora inclui aves, o único grupo de dinossauros vivo hoje.
todos dos dinossauros emplumados descobertos até agora foram celurossauros, a menos que as estruturas vistas em ornitísquios como o kulindadromeus sejam homólogas às penas.",Coelurosauria,prehistoria
"o vale dos dinossauros é uma unidade de conservação do estado da paraíba, criada em 27 de dezembro de 2002 pelo decreto estadual n.º 23.832 e classificada como um monumento natural. conhecida principalmente pela presença de centenas de pegadas fossilizadas de dinossauros.
é um dos mais importantes sítios paleontológicos do brasil, com descobertas científicas servindo como referência para várias pesquisas ao redor do mundo.",Monumento Natural Vale dos Dinossauros,prehistoria
"jurassic world rebirth (bra: jurassic world: recomeço; prt: mundo jurássico: renascimento) é um filme americano de ação e ficção científica dirigido por gareth edwards e escrito por david koepp. uma sequência independente de jurassic world dominion (2022), é o quarto filme da série jurassic world e o sétimo da franquia jurassic park. o elenco principal inclui scarlett johansson, mahershala ali e jonathan bailey, junto com rupert friend, manuel garcia-rulfo, luna blaise, david iacono e ed skrein.",Jurassic World Rebirth,prehistoria
"jurassic world evolution é um jogo eletrônico de simulação de negócios desenvolvido e publicado pela frontier developments em junho de 2018 para playstation 4, windows e xbox one, com base no filme jurassic world, de 2015. uma versão do jogo para nintendo switch foi lançada em novembro de 2020. no jogo, o jogador constrói um parque de dinossauros no arquipélago las cinco muertes, um grupo de cinco ilhas.",Jurassic World Evolution,prehistoria
"peirópolis é um distrito rural pertencente ao município de uberaba, em minas gerais. situa-se a uma distância de 20 km do centro urbano de uberaba, sendo acessado principalmente pela rodovia br-262.   
na região, ocorrem dois sítios paleontológicos: peirópolis, e serra da galga, ambos apresentando ricas faunas de vertebrados e invertebrados do cretáceo superior do brasil.",Peirópolis,prehistoria
"stegosaurus — aportuguesado como estegossauro (pronúncia em português: [iʃtɛɡɔˈsawru]) ou estegossáurio — é um gênero de dinossauros herbívoros tireóforos. os fósseis deste gênero datam do período jurássico superior, do período kimmeridgiano aos primeiros estratos envelhecidos do tithoniano, entre 155 e 148 milhões de anos atrás, no oeste dos estados unidos e em portugal. das espécies que foram classificadas da parte superior da formação morrison no oeste dos estados unidos, apenas três são universalmente reconhecidas; s. stenops, s. ungulatus e s. sulcatus.",Stegosaurus,prehistoria
"na escala de tempo geológico, o paleogeno ou paleogénico é o período da era cenozoica do éon fanerozoico que está compreendido entre há 66 milhões e e 23,03 milhões de anos, aproximadamente. o período paleogeno sucede ao período cretáceo da era mesozoica de seu éon e precede o período neogeno de sua era. divide-se nas épocas paleocena, eocena e oligocena, da mais antiga para a mais recente.",Paleogeno,prehistoria
"a conspiração do acre é uma teoria da conspiração satírica em volta do estado brasileiro do acre, onde é afirmado que este não existe, ou que dinossauros habitam o território.
a conspiração é citada em matérias jornalísticas, e foi estudada em artigos acadêmicos. um artigo acadêmico de 2014 de giselle xavier d'ávila lucena menciona que ""é possível afirmar a existência de uma descontextualização da história do acre, resultante das dinâmicas de produção e distribuição midiáticas"", e que ""o processo de ocupação e definição espacial dos territórios acreanos se somaram aos processos midiatizados e cristalizaram uma experiência de negação.",Conspiração do Acre,prehistoria
"dinosaur (bra/prt: dinossauro) é um filme norte-americano de animação produzido pela walt disney feature animation e distribuído pela walt disney pictures. foi o 39º clássico disney e primeiro longa-metragem animado por computador da disney fora da pixar, embora não seja oficialmente rotulado como um dos clássicos animados no reino unido, onde selvagem (2006) está incluído no cânone em vez. originalmente, um filme independente, que não foi incluído no cânon até 2008.",Dinossauro (2000),prehistoria
"ornithischia, (ornitísquios em português, chamados ainda de predentata) constituem uma ordem de dinossauros herbívoros, caracterizados pelo focinho em forma de bico e pela estrutura da pélvis (bacia) que se assemelha à das aves. esta característica distingue os ornithischia dos saurischia, a outra ordem de dinossauros.
as diferentes espécies destes animais podiam ser tanto bípedes como quadrúpedes, embora houvesse uma predominância de espécies quadrupedes, e ainda outras que, segundo creem os paleontológos, poderiam assumir as duas posturas.",Ornithischia,prehistoria
"esta lista de dinossauros não avianos é uma lista detalhada de todos os gêneros que já foram incluídos na superordem dinosauria, excluindo o clado aves ou neornithes (aves, tanto as vivas quanto as que são conhecidas apenas a partir de fósseis), e termos puramente vernáculos. a lista inclui todos os gêneros comumente aceitos, mas também gêneros que agora são considerados inválidos e duvidosos (nomen dubium), ou não foram formalmente publicados (nomen nudum), bem como sinônimos juniores de nomes mais tradicionais, e gêneros que não são considerados dinossauros. muitos dos nomes listados foram reclassificados como aves, crocodilianos ou madeira petrificada.",Lista de dinossauros não avianos,prehistoria
"esta é uma lista de dinossauros cujos restos foram recuperados na austrália e na antártida.


== lista de dinossauros da austrália e da antártida ==

agrosaurus é um nomen dubium ou sinônimo júnior de thecodontosaurus. ele não é mais considerado um gênero australiano.",Lista de dinossauros da Austrália e Antártida,prehistoria
"velociraptor (em português, velociraptor ou velocirraptor), é um gênero de dinossauros terópodes que viveram aproximadamente há 84 e 85 milhões de anos, durante a última parte do período cretáceo. duas espécies são reconhecidas atualmente, embora outras tenham sido atribuídas no passado. a espécie-tipo é v. mongoliensis; fósseis desta espécie foram descobertos na mongólia.",Velociraptor,prehistoria
"scotty é o apelido do fóssil de tyrannosaurus rex, catalogado como rsm p2523.8, que foi descoberto em saskatchewan, canadá, em 1991. os restos fossilizados foram meticulosamente removidos, quase completamente à mão, ao longo de duas décadas da rocha em que foram incorporados. quando a preparação foi concluída em 2011, um esqueleto de t. rex aproximadamente 65% completo foi revelado.",Scotty (dinossauro),prehistoria
"jurassic park, mais tarde também conhecido como jurassic world, é uma franquia de mídia de ficção científica estadunidense baseada na história criada por michael crichton, onde uma tentativa de criar um parque temático onde vivem dinossauros, acaba em desastre.
tudo começou em 1990, quando a universal studios adquiriu os direitos de adaptação do romance de michael crichton, antes mesmo de ser publicado. o livro, lançado em 1990, foi bem-sucedido, assim como o filme, que foi um mega sucesso em sua estreia nos cinemas em 1993, sendo até aquele momento, a maior bilheteria da história do cinema, arrecadando us$ 914 milhões no mundo todo.",Jurassic Park (franquia),prehistoria
"a culinária é a arte de cozinhar, (ver: artes mecânicas) ou seja, o acto de confeccionar alimentos. ela evoluiu ao longo da história dos povos para tornar-se parte da cultura de cada povo. está invariavelmente associada à cozinha, pois este é o local ideal para cozinhar.",Culinária,culinaria
"a culinária do brasil é fruto de uma mistura de ingredientes europeus, indígenas e africanos. muitos dos componentes das receitas e técnicas de preparo são de origem indígena, tendo sofrido modificações por parte dos portugueses e dos escravos oriundos da áfrica. esses faziam adaptações dos seus pratos típicos substituindo os ingredientes que faltassem por correspondentes locais.",Culinária do Brasil,culinaria
"a culinária da frança compreende uma grande variedade de pratos e de grande prestígio no mundo, principalmente no ocidente. a grande variedade de queijos, vinhos, carnes e doces é a imagem de marca da frança em termos de gastronomia.
tradicionalmente, cada região francesa tem uma culinária própria: a culinária do noroeste usa manteiga, crème fraîche e maçãs; a culinária provençal (do sudeste) prefere azeite, verduras e tomates; a do sudoeste usa gordura de pato, fígado (foie gras), cogumelos (cèpes) e moelas; a culinária do nordeste relembra a culinária da alemanha e usa banha de porco, salsichas e chucrute.",Culinária da França,culinaria
"a culinária indígena no brasil é fruto de uma mistura de ingredientes de mais de duzentas etnias indígenas oficialmente reconhecidas no brasil.
os povos indígenas passam por modificações nos costumes alimentares nativos em sua contínua resistência contra a ocidentalização de seus hábitos alimentares. são transformações nutricionais que levam ao empobrecimento da dieta, crescimento da ingestão de gorduras e açúcares e simplificação da diversidade alimentar.",Culinária indígena no Brasil,culinaria
"a culinária italiana evoluiu através dos séculos, ao longo das mais variadas alterações sociais e políticas; suas raízes podem ser traçadas até o século iv a.c. mudanças significantes ocorreram com a descoberta do novo mundo, que ajudaram a moldar muito do que é conhecido como a culinária italiana hoje em dia, através da introdução de ingredientes como batatas, tomates, pimentões e milho, todos eles parte central da cozinha daquele país, e que no entanto só foram introduzidos em grande escala a partir do século xviii.
é uma das culinárias mais populares do mundo, com suas pizzas, massas, vinhos e outros tipos de preparações. tanto ingredientes como pratos mudam de região para região do país. existem diversos pratos regionais importantes que também assumiram caráter nacional, enquanto diversos pratos proliferaram, em diversas variantes, por todo o mundo.",Culinária da Itália,culinaria
"a culinária dos estados unidos reflete a história dos estados unidos, mesclando as contribuições culinárias de vários grupos de pessoas de todo o mundo, incluindo; afro-americanos, asiáticos, europeus, ilhéus do pacífico e sul-americanos. os primeiros nativos americanos utilizaram uma série de métodos culinários nos primórdios da culinária americana que foram misturados com os primeiros métodos culinários europeus para formar a base do que hoje é a culinária americana. o assentamento europeu das américas introduziu uma série de ingredientes, especiarias, ervas e estilos de culinária para o continente.",Culinária dos Estados Unidos,culinaria
"culinária africana é parte integrante das diversas culturas do continente africano. a evolução dessa culinária está ligada à vida dos povos nativos, influenciada por práticas religiosas, clima e agricultura local. as sociedades africanas iniciais eram compostas por caçadores-coletores que buscavam frutas, vegetais, nozes e caçavam animais como sustento.",Culinária africana,culinaria
"a culinária austríaca é um estilo de culinária nativo da áustria e composto por influências da europa central e de todo o antigo império austro-húngaro. a culinária austríaca é mais frequentemente associada à culinária vienense, mas existem variações regionais significativas.


== hora das refeições ==

o café da manhã é do tipo ""continental"", geralmente composto por pãezinhos com compota ou charcutaria e queijo, acompanhados de café, chá ou suco.",Culinária Austríaca,culinaria
"a culinária mineira é uma das mais diversificadas do brasil e tem fortes raízes na cultura dos bandeirantes e tropeiros que saíram da região de são paulo e levaram consigo ingredientes e técnicas que formaram a base da comida caipira, originária naquele estado, que, por sua vez, influenciou a culinária mineira. fruto de um processo de fusão entre as culturas caipira, indígena, africana e europeia, especialmente portuguesa, esse processo teve início no século xviii, quando a capitania de são paulo e minas de ouro ganhou destaque com o ciclo do ouro, momento em que as comidas foram sendo levadas por bandeirantes e desbravadores que saíam do vale do paraíba durante o processo de expansão territorial e cultural de são paulo conhecido como paulistânia. posteriormente, houve o desmembramento da capitania, dando origem à capitania de minas gerais em 2 de dezembro de 1720.",Culinária de Minas Gerais,culinaria
"o prato rancho é típico da culinária portuguesa, sendo de origem da região de trás-os-montes e alto douro.
existem diversas formas de o confeccionar, sendo a mais conhecida e divulgada a oriunda de viseu. o rancho é confeccionado com diversos ingredientes, entre os quais o toucinho, o chouriço, o chouriço de vinho, a farinheira, a couve, a massa (macarrão ou outros tipos), o grão, a batata e a cenoura.",Rancho (culinária),culinaria
"a culinária tradicional de angola é influenciada pela tradicional culinária africana, tendo também recebido uma forte influência da culinária portuguesa e da culinária brasileira.
os ingredientes mais comumente utilizados são cereais cultivados há séculos no país, entre eles sorgo, painço e milho, além de feijão frade, lentilha, inhame, dinhungo (abóbora-carneira) e quiabo. entre as frutas, os destaques são para a melancia, o tamarindo e a múcua (fruto do imbondeiro).",Culinária de Angola,culinaria
"a culinária japonesa se desenvolveu ao longo dos séculos como um resultado de muitas mudanças políticas e sociais no japão. a culinária eventualmente passou por um processo de evolução com o advento da idade média, que marcou o início da expansão do elitismo com a era do domínio xogum. no começo da era moderna ocorreram mudanças significativas, resultando na introdução de elementos de culturas não-japonesas, principalmente da cultura ocidental, no japão.",Culinária do Japão,culinaria
"a culinária do ceará é uma divulgada característica do estado que é conhecido por seus atrativos turísticos como a praia de jericoacoara e a capital, fortaleza. o ceará também tem uma culinária que chama a atenção. muitos dos seus pratos são comuns em outros estados nordestinos, porém o estado possui alguns sabores bem únicos, seja por conta de suas receitas típicas ou pelo modo de preparo.",Culinária do Ceará,culinaria
"pastel é um alimento composto por uma massa à base de farinha, que é frita ou assada e contém um recheio doce ou salgado. é um dos alimentos mais frequentemente encontrados em carrinhos de rua e centros de comércio popular em diferentes países.
no brasil, o pastel assume um formato característico retangular ou em meia-lua e geralmente é frito, levando por vezes o nome de ""pastel de feira"", em referência à sua tradicional comercialização em feiras livres pelo país.",Pastel (culinária),culinaria
"thiago castanho é um chef de cozinha do pará, sendo considerado um dos chefs mais renomados do brasil. ele é formado em gastronomia pelo senac de campos do jordão e mescla técnicas culinárias modernas com a culinária tradicional amazônica, em especial com a culinária do pará.
thiago tem diversas aparições na televisão, incluindo como apresentador em reality shows de culinária como ""cozinheiros em ação"".",Thiago Castanho (chef),culinaria
"a culinária cantonesa ou  culinária de guangdong, também conhecida como culinária yue (em chinês: 廣東菜 ou 粵菜) é a culinária da província de guangdong, na china, especialmente a capital da província, guangzhou, e as regiões vizinhas no delta do rio das pérolas, incluindo hong kong e macau. a rigor, a culinária cantonesa é a culinária de guangzhou ou dos falantes de cantonês, mas geralmente inclui os estilos de culinária de todos os falantes de chinês yue em guangdong.
a culinária teochew e a culinária hakka de guangdong são consideradas seus próprios estilos.",Culinária cantonesa,culinaria
"vori vori  é um prato tradicional da culinária do paraguai, uma espécie de sopa ou ensopado com bolotas de farinha de milho, carne de frango ou carne bovina, com ossos (puchero). é um prato saboroso e nutritivo, altamente calórico, consumido principalmente no inverno.


== origem do nome ==
esse nome provem da palavra em castelhano bola, que passou para a língua guarani, um dos idiomas oficiais do país, como vori.",Vori vori,culinaria
"taco é uma comida típica do méxico, popular também nos estados unidos, feita com massa fina de milho frita chamada de tortilla, que é moldada no formato de uma concha para receber um recheio. acredita-se que tenha sido inventado pelo imperador asteca monteczuma. o milho é a base da culinária mexicana desde antes da colonização espanhola.",Taco (culinária),culinaria
"mirepoix é um corte de 2 milímetros feito em vegetais e proteínas para caldos e outros preparos típicos da culinária da frança. os ingredientes tradicionais são a cebola, o aipo e a cenoura e, por vezes, presunto ou toucinho, todos normalmente cortados em pequenos pedaços e salteados em manteiga no início duma preparação, ou cozidos com outros ingredientes para fazer um caldo. para fazer um fundo escuro, é costume caramelizar o mirepoix antes de o misturar com o caldo.",Mirepoix (culinária),culinaria
"no âmbito da culinária, receitas são orientações que auxiliam no preparo de prato de forma sistematizada. caracterizam-se pelo uso de verbos no modo imperativo, configurando-se tipologicamente como textos instrucionais. atualmente, são disseminadas por meio de diversas plataformas, incluindo literatura especializada, programas de televisão e portais digitais dedicados à gastronomia.",Receita (culinária),culinaria
"arroz à piemontese é um prato típico da culinária brasileira, (não da culinária do piemonte, na itália), à base de arroz, creme de leite e champignon.
com a falta e dificuldade de compra do arroz arbório próprio para a feitura do risotto, os chefes brasileiros buscaram alternativas, com o creme de leite, fazendo assim um arroz ""à moda piemontesa"". a despeito de sua origem, é um acompanhamento geralmente servido em restaurantes de cozinha italiana, acompanhando um filé (preferencialmente filé mignon com molho madeira) juntamente com batatas fritas.",Arroz à piemontese,culinaria
"a culinária do mali inclui arroz e painço como alimentos básicos do mali, uma cultura alimentar fortemente baseada em grãos de cereais. os grãos são geralmente preparados com molhos feitos de folhas comestíveis, como batata-doce ou baobá, com molho de tomate e amendoim. os pratos podem ser acompanhados por pedaços de carne grelhada (tipicamente frango, carneiro, boi ou cabra).",Culinária do Mali,culinaria
"a  culinária do vietnã engloba os alimentos e bebidas do vietnã, e apresenta uma combinação de cinco fundamentais sabores ( vietnamita : ngu vi) na alimentação geral. cada prato vietnamita tem um sabor distinto que reflete um ou mais destes elementos. os ingredientes comuns incluem o molho de peixe, pasta de camarão, molho de soja, arroz, ervas frescas, frutas e legumes.",Culinária vietnamita,culinaria
"a cozinha de berlim descreve diferentes aspectos das ofertas culinárias de berlim. por um lado, significa a tradicional culinária berlinense das famílias berlinenses com pratos da culinária alemã. por outro lado, significa muitas vezes apenas um pub rústico e uma lanchonete, algo cada vez mais internacional devido às muitas ondas de migração desde 1945 e 1990.",Culinária de Berlim,culinaria
"a culinária da inglaterra foi formada principalmente pelas diversas interações com outros países europeus e a importação de ingredientes da américa do norte, china e índia durante o período do império britânico, e como resultado da imigração ocorrida no período pós-guerra.
desde a idade moderna a comida da inglaterra vem sendo caracterizada historicamente pela simplicidade de seu enfoque e por apoiar-se na alta qualidade dos produtos locais. isto foi influenciado em grande parte pela herança puritana da inglaterra, o que resultou numa culinária tradicional, que tendia a se afastar de sabores fortes como o alho, e evitar molhos complexos, comumente associados com as afiliações políticas católicas continentais.",Culinária da Inglaterra,culinaria
"a culinária do oriente médio é uma mistura de diferentes estilos, entre eles a culinária mediterrânea, a culinária do magreb e a cozinha árabe, embora a culinária de israel deva também ser considerada. uma das principais é o triguilho e o sucrilho como outros cereais.


== ingredientes ==
pode dizer-se que os cereais são a base da alimentação no médio oriente, principalmente o trigo, nas suas diferentes formas - farinha, semolina, triguilho -, mas também a cevada e o centeio, usados nos pães planos, como o pita (pão)|pita, mas também em pequenos pastel (culinária)|pasteis muito populares, como o börek, ou os que são elaborados com tiras como o yufka.",Culinária do Oriente Médio,culinaria
"a mandioquinha ou batata-baroa (arracacia xanthorrhiza) é um caule subterrâneo comestível muito usado na culinária brasileira.


== outros nomes e grafias ==
a mandioquinha é também chamada batata-fiúza , batata-salsa, mandioquinha-salsa (interior de são paulo), cenourinha-amarela ou cenourinha-branca,


== valor nutricional ==

*quantidade de nutrientes por porção de 100g da batata-baroa.",Arracacia xanthorrhiza,culinaria
"culinária da polônia (polonês: kuchnia polska) é uma mistura de tradições culinárias eslavas ocidentais e estrangeiras. surgida da mistura dos diversos costumes culinários das várias regiões da polônia e culturas vizinhas, ela utiliza uma grandes variedade de ingredientes. é rica em carne de todos os tipos e temperos, bem como de tipos diferentes de massas e bolinhos, sendo o mais popular deles o  pierogi  (massa cozida, com recheio de requeijão e batata, acompanhado de molho de linguiça, nata e bolas de requeijão).",Culinária da Polônia,culinaria
"pato no tucupi é um prato brasileiro típico da culinária da região norte do brasil. é elaborado com carne de pato selvagem banhada com tucupi - líquido de cor amarela extraído da raiz da mandioca brava - temperado com jambu, erva típica da região norte. há preferência de acompanhamento com arroz branco cozido e também farinha-d'água de mandioca.",Pato no tucupi,culinaria
"julia child, nascida julia carolyn mcwilliams (pasadena, 15 de agosto de 1912 — santa bárbara, 13 de agosto de 2004) foi uma autora de livros de culinária e apresentadora de televisão americana. foi casada com o funcionário público e diplomata americano paul cushing child.
julia child poderia ter sido apenas mais uma apresentadora de programa de culinária.",Julia Child,culinaria
